Fock matrix in AO basis
86	86
A1: R1*s(0)	A1: R2*s(0)	A1: R3*s(0)	A1: R4*s(0)	A1: R5*s(0)	A1: R6*p(0)	A1: R6*p(1)	A1: R6*p(-1)	A1: R7*p(0)	A1: R7*p(1)	A1: R7*p(-1)	A1: R8*p(0)	A1: R8*p(1)	A1: R8*p(-1)	A1: R9*d(0)	A1: R9*d(1)	A1: R9*d(-1)	A1: R9*d(2)	A1: R9*d(-2)	A1: R10*d(0)	A1: R10*d(1)	A1: R10*d(-1)	A1: R10*d(2)	A1: R10*d(-2)	A1: R11*f(0)	A1: R11*f(1)	A1: R11*f(-1)	A1: R11*f(2)	A1: R11*f(-2)	A1: R11*f(3)	A1: R11*f(-3)	A2: R12*s(0)	A2: R13*s(0)	A2: R14*s(0)	A2: R15*s(0)	A2: R16*s(0)	A2: R17*p(0)	A2: R17*p(1)	A2: R17*p(-1)	A2: R18*p(0)	A2: R18*p(1)	A2: R18*p(-1)	A2: R19*p(0)	A2: R19*p(1)	A2: R19*p(-1)	A2: R20*d(0)	A2: R20*d(1)	A2: R20*d(-1)	A2: R20*d(2)	A2: R20*d(-2)	A2: R21*d(0)	A2: R21*d(1)	A2: R21*d(-1)	A2: R21*d(2)	A2: R21*d(-2)	A2: R22*f(0)	A2: R22*f(1)	A2: R22*f(-1)	A2: R22*f(2)	A2: R22*f(-2)	A2: R22*f(3)	A2: R22*f(-3)	A3: R23*s(0)	A3: R24*s(0)	A3: R25*s(0)	A3: R26*p(0)	A3: R26*p(1)	A3: R26*p(-1)	A4: R27*s(0)	A4: R28*s(0)	A4: R29*s(0)	A4: R30*p(0)	A4: R30*p(1)	A4: R30*p(-1)	A5: R31*s(0)	A5: R32*s(0)	A5: R33*s(0)	A5: R34*p(0)	A5: R34*p(1)	A5: R34*p(-1)	A6: R35*s(0)	A6: R36*s(0)	A6: R37*s(0)	A6: R38*p(0)	A6: R38*p(1)	A6: R38*p(-1)	

-4.789819828	-11.161718569	-4.301347784	-2.270768739	-1.190547847	0.002210580	-0.000000025	-0.000000002	0.000122933	-0.000000007	-0.000000004	-0.002530343	0.000000020	-0.000000004	-0.003373101	0.000000002	-0.000377919	0.000918181	-0.000000022	-0.004299033	0.000000001	-0.000600970	-0.000424781	0.000000000	0.000000002	-0.000016715	0.000000001	0.000000012	0.000374882	0.004044318	-0.000000112	-0.001038898	0.000838859	-0.140278545	-0.557405981	-0.661508773	0.143799144	-0.000001372	0.000000105	1.208699565	-0.000011493	0.000000877	1.045267931	-0.000009938	0.000000758	0.091412604	-0.000000228	0.000042668	-0.157761334	0.000002999	0.904530061	-0.000002271	0.000034574	-1.566271961	0.000029771	-0.000001190	-0.669648444	0.000006365	0.000001538	0.000107075	0.865631496	-0.000024678	-0.065488443	-0.767970133	-0.820654205	-0.432561705	-0.699685838	0.053324199	-0.065488235	-0.767969485	-0.820653983	-0.432548530	0.699692317	-0.053325192	-0.001299721	-0.019734483	-0.251829006	-0.001766208	0.000689178	-0.000051762	-0.001299728	-0.019734360	-0.251828481	-0.001766192	-0.000689048	0.000051773		A1: R1*s(0)
-11.161718569	-7.176625227	-3.880439547	-2.308392920	-1.288382376	-0.001093929	0.000000009	-0.000000010	-0.000909583	0.000000017	-0.000000011	0.001421085	0.000000010	-0.000000010	0.008029887	-0.000000009	0.000844592	-0.002959534	0.000000062	0.005247383	-0.000000012	0.000657503	-0.000519681	0.000000051	0.000000000	0.000041885	-0.000000005	-0.000000022	-0.000635553	-0.006811024	0.000000200	0.000838843	-0.001975541	-0.208364668	-0.621908025	-0.727045572	0.244524428	-0.000002254	0.000000162	1.268867236	-0.000011961	0.000000899	1.114937928	-0.000010524	0.000000792	0.154521082	-0.000000390	-0.000091941	-0.268837724	0.000005133	0.867782270	-0.000002183	-0.000084744	-1.504144814	0.000028636	-0.000001165	-0.658070431	0.000006240	0.000001510	-0.000061072	0.848919061	-0.000024199	-0.157287429	-0.849289376	-0.900281397	-0.495247193	-0.801142728	0.061054174	-0.157287135	-0.849288745	-0.900281158	-0.495232268	0.801150434	-0.061055308	0.000916996	-0.029539930	-0.284867410	0.003323756	0.000487376	-0.000037326	0.000916867	-0.029539889	-0.284866903	0.003323741	-0.000487494	0.000037306		A1: R2*s(0)
-4.301347784	-3.880439547	-2.203841619	-1.668418770	-1.151976732	-0.033574913	0.000000387	0.000000003	-0.053959421	0.000000591	0.000000000	-0.020284683	0.000000230	0.000000007	0.096873499	-0.000000095	0.010001113	-0.037806718	0.000000716	0.121390686	-0.000000121	0.012301047	-0.049967884	0.000000990	-0.000000010	0.021199384	-0.000000269	-0.000000435	-0.012848992	-0.163743964	0.000004514	-0.140278551	-0.208364709	-0.428695158	-0.660048487	-0.716342740	0.397051084	-0.000003758	0.000000277	0.950980243	-0.000009010	0.000000680	0.916375734	-0.000008677	0.000000665	0.103491032	-0.000000268	-0.000354354	-0.183867529	0.000003492	0.471301840	-0.000001189	0.000202257	-0.813660675	0.000015419	-0.000000485	-0.272133279	0.000002581	0.000000611	-0.000606031	0.344861090	-0.000009820	-0.356093334	-0.769467411	-0.839971431	-0.295791168	-0.478434663	0.036442616	-0.356093072	-0.769466976	-0.839971222	-0.295782369	0.478439505	-0.036443231	-0.005751266	-0.094364375	-0.324590679	0.060500793	0.027862867	-0.002124487	-0.005751136	-0.094364041	-0.324590148	0.060499964	-0.027864518	0.002124410		A1: R3*s(0)
-2.270768739	-2.308392920	-1.668418770	-1.336174447	-1.002823104	-0.038611128	0.000000440	0.000000002	-0.135834902	0.000001376	-0.000000040	-0.111309721	0.000001087	-0.000000042	0.119873307	-0.000000117	0.012223312	-0.048602471	0.000000926	0.242180597	-0.000000293	0.020623455	-0.150499789	0.000002924	0.000000023	0.051351502	-0.000000577	-0.000000697	-0.019393216	-0.272467486	0.000007522	-0.557405982	-0.621908072	-0.660048479	-0.745119161	-0.724469639	0.334086740	-0.000003183	0.000000233	0.691378929	-0.000006579	0.000000498	0.693814951	-0.000006577	0.000000511	0.085568740	-0.000000191	0.001185146	-0.132768690	0.000002529	0.354191644	-0.000000838	0.003058235	-0.573511936	0.000010848	-0.000000420	-0.229815608	0.000002196	0.000000548	0.001050821	0.307846709	-0.000008713	-0.368037808	-0.643774045	-0.728311011	-0.218154655	-0.355397935	0.027070762	-0.368037629	-0.643773734	-0.728310821	-0.218148091	0.355401341	-0.027071301	-0.064876344	-0.197979575	-0.383986917	0.106852523	0.090189149	-0.006873929	-0.064876108	-0.197979249	-0.383986483	0.106850657	-0.090191876	0.006873846		A1: R4*s(0)
-1.190547847	-1.288382376	-1.151976732	-1.002823104	-0.778836788	-0.020897450	0.000000254	0.000000007	-0.153071741	0.000001509	-0.000000057	-0.179560115	0.000001705	-0.000000083	0.095266058	-0.000000091	0.009766379	-0.037880042	0.000000721	0.255669041	-0.000000331	0.019879111	-0.183505972	0.000003533	0.000000038	0.053102311	-0.000000572	-0.000000619	-0.016729124	-0.246471708	0.000006803	-0.661508770	-0.727045611	-0.716342722	-0.724469626	-0.652062485	0.189207225	-0.000001832	0.000000139	0.427552770	-0.000004122	0.000000328	0.444023626	-0.000004240	0.000000347	0.074433797	-0.000000110	0.003687400	-0.080898885	0.000001561	0.283183660	-0.000000547	0.008220153	-0.383186069	0.000007270	-0.000000271	-0.135653225	0.000001319	0.000000434	0.005416160	0.232713845	-0.000006478	-0.326525698	-0.490897299	-0.547225782	-0.161529625	-0.267558877	0.020382426	-0.326525591	-0.490897091	-0.547225627	-0.161524699	0.267561168	-0.020383041	-0.137839923	-0.266356746	-0.390494325	0.106064411	0.129822222	-0.009892807	-0.137839714	-0.266356531	-0.390494037	0.106061949	-0.129824941	0.009892729		A1: R5*s(0)
0.002210580	-0.001093929	-0.033574913	-0.038611128	-0.020897450	0.106099748	0.000000488	-0.000000058	-0.535662119	0.000000622	-0.000000073	-0.378107752	0.000000171	-0.000000026	0.022159894	-0.000000195	-0.006526087	-0.122926624	0.000002998	0.021423760	-0.000000247	-0.008662391	-0.149868808	0.000003723	0.000000088	0.114527140	-0.000000283	-0.000000037	0.010249053	-0.039088376	0.000000929	-0.143799146	-0.244524386	-0.397051097	-0.334086752	-0.189207229	0.372058989	-0.000004511	0.000000353	0.248928335	-0.000004084	0.000000319	0.016956257	-0.000002080	0.000000159	0.035976730	-0.000000183	-0.000405932	-0.067609919	0.000002364	-0.032082670	-0.000000115	-0.001424020	0.037085605	0.000001513	0.000000140	0.093534268	-0.000000742	-0.000000190	-0.000138837	-0.122273775	0.000002960	0.206928721	0.183160006	0.085975173	-0.087294780	0.084942921	-0.006453795	0.206922615	0.183154567	0.085972409	-0.087297659	-0.084941390	0.006453840	-0.003252544	-0.082366413	-0.125605788	0.069131628	0.031634407	-0.002411599	-0.003252356	-0.082365523	-0.125604736	0.069130403	-0.031634636	0.002411667		A1: R6*p(0)
-0.000000025	0.000000009	0.000000387	0.000000440	0.000000254	0.000000488	0.160646311	0.008064789	0.000000622	-0.469772673	0.010088311	0.000000174	-0.361941632	0.005042931	-0.000000282	-0.007737548	0.000000237	0.000002328	0.069598394	-0.000000279	-0.011875500	0.000000317	0.000003022	0.093978875	-0.011592715	-0.000000276	0.083848137	-0.009924158	-0.000000097	-0.000000419	-0.030823607	0.000001365	0.000002359	0.000003759	0.000003187	0.000001838	-0.000004526	-0.106739929	-0.005084569	-0.000004139	-0.184834486	-0.004591569	-0.000002153	-0.204878961	-0.001300490	-0.000000334	0.000166029	0.000000088	0.000002815	0.114389638	0.000000252	-0.002800697	0.000000210	0.000004068	0.232008642	-0.000471709	-0.000000738	0.014370930	0.000572044	-0.000000071	-0.000000341	-0.053067592	0.333483494	0.301717114	0.156156945	0.084152905	-0.001765818	-0.009794324	-0.333487006	-0.301720274	-0.156158400	-0.084151441	-0.001762659	-0.009794644	-0.005446722	-0.034764627	-0.052362490	0.030701794	0.008220691	-0.002914248	0.005446738	0.034766045	0.052364768	-0.030702848	0.008220632	-0.002914556		A1: R6*p(1)
-0.000000002	-0.000000010	0.000000003	0.000000002	0.000000007	-0.000000058	0.008064789	0.265502010	-0.000000078	0.010087788	-0.338497232	-0.000000036	0.005038262	-0.296282918	-0.000000036	-0.030686541	0.000000294	-0.000000218	-0.007737077	-0.000000069	-0.060713472	0.000000565	-0.000000301	-0.011880872	0.056705167	-0.000000062	0.000032530	-0.032858931	0.000000646	0.000000009	-0.000764953	-0.000000100	-0.000000176	-0.000000300	-0.000000252	-0.000000139	0.000000336	-0.005084547	-0.173023669	0.000000298	-0.004594358	-0.244697573	0.000000135	-0.001309653	-0.221920447	0.000000169	0.116548279	-0.000001111	-0.000000131	0.000166683	0.000000217	0.195538479	-0.000001863	-0.000000159	-0.002800470	0.028984552	-0.000000027	0.000117851	-0.034847476	0.000000663	-0.000000045	0.000796242	-0.025437702	-0.023009963	-0.011904274	-0.006425639	-0.009848112	-0.129965231	0.025438258	0.023010413	0.011904518	0.006425625	-0.009848470	-0.129965087	0.000412909	0.002646011	0.003988445	-0.002337980	-0.002913775	-0.029787467	-0.000412791	-0.002646087	-0.003988583	0.002338127	-0.002913595	-0.029787331		A1: R6*p(-1)
0.000122933	-0.000909583	-0.053959421	-0.135834902	-0.153071741	-0.535662119	0.000000622	-0.000000078	-0.545043947	0.000002388	-0.000000237	-0.510011455	0.000001946	-0.000000180	0.034568379	-0.000000282	-0.009094671	-0.178074961	0.000004224	0.155534011	-0.000000733	-0.016894090	-0.489506567	0.000010607	0.000000255	0.267721823	-0.000001007	-0.000000180	0.019384101	-0.139473657	0.000003512	-1.208699563	-1.268867185	-0.950980235	-0.691378916	-0.427552762	0.248928344	-0.000004144	0.000000334	0.070330628	-0.000002424	0.000000207	-0.062074172	-0.000001368	0.000000109	0.029073615	-0.000000036	0.002814621	-0.013705212	0.000000537	-0.004920079	0.000000058	0.002950556	0.047090729	-0.000000556	-0.000000177	-0.074092908	0.000000882	0.000000220	0.003324124	0.130969611	-0.000003680	0.198581109	0.138273320	0.023287102	-0.015464869	0.014521872	-0.001090555	0.198575306	0.138269075	0.023284635	-0.015465382	-0.014521770	0.001090436	-0.123050246	-0.300423167	-0.322231958	0.164316710	0.176563673	-0.013454484	-0.123048820	-0.300421354	-0.322230650	0.164312733	-0.176565058	0.013454566		A1: R7*p(0)
-0.000000007	0.000000017	0.000000591	0.000001376	0.000001509	0.000000622	-0.469772673	0.010087788	0.000002388	-0.297431806	0.018885863	0.000001949	-0.308713947	0.011901240	-0.000000414	-0.010348678	0.000000320	0.000003236	0.092194337	-0.000001580	-0.020360158	0.000000581	0.000007250	0.155804981	-0.022934119	-0.000000996	0.161212549	-0.017738671	-0.000000209	-0.000000516	-0.069638934	0.000011487	0.000012104	0.000008999	0.000006557	0.000004091	-0.000004107	-0.184834473	-0.004594387	-0.000002407	-0.178454208	-0.002870608	-0.000001418	-0.203526354	0.001706810	-0.000000255	0.000866185	0.000000000	0.000000722	0.029069909	-0.000000005	-0.003130427	0.000000050	0.000000280	0.033972741	-0.002327226	0.000000850	0.013563237	-0.001041365	-0.000000020	-0.000001282	-0.002095269	0.321056334	0.239799031	0.145221602	0.015279421	-0.001160370	-0.001181848	-0.321059808	-0.239801466	-0.145221898	-0.015279114	-0.001159775	-0.001181772	-0.060517185	-0.082856783	-0.066969533	0.061633810	0.016515769	-0.005852469	0.060519278	0.082862276	0.066975525	-0.061636676	0.016518564	-0.005853074		A1: R7*p(1)
